dataSource,dateOfReport,reportNo,pageRef,actionPlan,actionPlanName,actionPlanProgram,implementingAgency,agencyName,programName,programAcronym,programName2,assistanceType,asOfDate,targetBudget,expendedAmount,beneficiaryTargetTotal,beneficiaryTotal,beneficaryCategoryOrig,beneficiaryTypeOrig,region,province,cityMunicipality,dswd,lgu,ngos,others,grandTotal,notes,notes2,index,agency,agencyCode,aidCategory,aidCategoryCode,aidType,assistanceType,agencyAllocated,value,shareOfTotalBudget,date,beneficiaryTargetValue,beneficiaryValue,beneficiaryCategory,beneficiaryType,shareOfPop,link,infoText
DSWD Dromic Reports,8/26/20,300,,1,Providing emergency assistance to all affected sectors,Social Amelioration Program,DSWD,Department of Social Welfare and Development,Food and Non-Food Items Distribution Program,FNFI,,foood packs and others,,,,,,LGUs,LGUs,REGION I,,,33984995.75,0,3724418.03,20931692.56,58641106.34,,,2644,DSWD,DSWD,social welfare,social,food packs and others,Food and Other Items,,802714,,8/26/20,0,0,LGUs,LGUs,65.71428571,shopping-cart,"This assistance includes family food packs, ready-to-eat food, rice, sardines, coffee, hygiene kits, sleeping kits, family kits, pieces of malong, pieces of flexi mats, laminated sacks, and pieces of pillows."
DSWD Dromic Reports,8/26/20,300,,1,Providing emergency assistance to all affected sectors,Social Amelioration Program,DSWD,Department of Social Welfare and Development,Food and Non-Food Items Distribution Program,FNFI,,foood packs and others,,,,,,LGUs,LGUs,REGION II,,,28472956.77,0,0,0,28472956.77,,,2645,DSWD,DSWD,social welfare,social,food packs and others,Food and Other Items,,170280.88,,8/26/20,0,0,LGUs,LGUs,65.71428571,shopping-cart,"This assistance includes family food packs, ready-to-eat food, rice, sardines, coffee, hygiene kits, sleeping kits, family kits, pieces of malong, pieces of flexi mats, laminated sacks, and pieces of pillows."
DSWD Dromic Reports,8/26/20,300,,1,Providing emergency assistance to all affected sectors,Social Amelioration Program,DSWD,Department of Social Welfare and Development,Food and Non-Food Items Distribution Program,FNFI,,foood packs and others,,,,,,LGUs,LGUs,REGION III,,,31004481.56,0,0,0,31004481.56,,,2646,DSWD,DSWD,social welfare,social,food packs and others,Food and Other Items,,0,,8/26/20,0,0,LGUs,LGUs,65.71428571,shopping-cart,"This assistance includes family food packs, ready-to-eat food, rice, sardines, coffee, hygiene kits, sleeping kits, family kits, pieces of malong, pieces of flexi mats, laminated sacks, and pieces of pillows."
DSWD Dromic Reports,8/26/20,300,,1,Providing emergency assistance to all affected sectors,Social Amelioration Program,DSWD,Department of Social Welfare and Development,Food and Non-Food Items Distribution Program,FNFI,,foood packs and others,,,,,,LGUs,LGUs,CALABARZON,,,96649541.59,0,73008590.87,0,169658132.5,,,2647,DSWD,DSWD,social welfare,social,food packs and others,Food and Other Items,,336600,,8/26/20,0,0,LGUs,LGUs,65.71428571,shopping-cart,"This assistance includes family food packs, ready-to-eat food, rice, sardines, coffee, hygiene kits, sleeping kits, family kits, pieces of malong, pieces of flexi mats, laminated sacks, and pieces of pillows."
DSWD Dromic Reports,8/26/20,300,,1,Providing emergency assistance to all affected sectors,Social Amelioration Program,DSWD,Department of Social Welfare and Development,Food and Non-Food Items Distribution Program,FNFI,,foood packs and others,,,,,,LGUs,LGUs,MIMAROPA,,,24827652.5,0,0,0,24827652.5,,,2648,DSWD,DSWD,social welfare,social,food packs and others,Food and Other Items,,0,,8/26/20,0,0,LGUs,LGUs,65.71428571,shopping-cart,"This assistance includes family food packs, ready-to-eat food, rice, sardines, coffee, hygiene kits, sleeping kits, family kits, pieces of malong, pieces of flexi mats, laminated sacks, and pieces of pillows."
DSWD Dromic Reports,8/26/20,300,,1,Providing emergency assistance to all affected sectors,Social Amelioration Program,DSWD,Department of Social Welfare and Development,Food and Non-Food Items Distribution Program,FNFI,,foood packs and others,,,,,,LGUs,LGUs,REGION V,,,42460431.87,0,3076950,0,45537381.87,,,2649,DSWD,DSWD,social welfare,social,food packs and others,Food and Other Items,,0,,8/26/20,0,0,LGUs,LGUs,65.71428571,shopping-cart,"This assistance includes family food packs, ready-to-eat food, rice, sardines, coffee, hygiene kits, sleeping kits, family kits, pieces of malong, pieces of flexi mats, laminated sacks, and pieces of pillows."
DSWD Dromic Reports,8/26/20,300,,1,Providing emergency assistance to all affected sectors,Social Amelioration Program,DSWD,Department of Social Welfare and Development,Food and Non-Food Items Distribution Program,FNFI,,foood packs and others,,,,,,LGUs,LGUs,REGION VI,,,64474374.03,0,603150,0,65077524.03,,,2650,DSWD,DSWD,social welfare,social,food packs and others,Food and Other Items,,0,,8/26/20,0,0,LGUs,LGUs,65.71428571,shopping-cart,"This assistance includes family food packs, ready-to-eat food, rice, sardines, coffee, hygiene kits, sleeping kits, family kits, pieces of malong, pieces of flexi mats, laminated sacks, and pieces of pillows."
DSWD Dromic Reports,8/26/20,300,,1,Providing emergency assistance to all affected sectors,Social Amelioration Program,DSWD,Department of Social Welfare and Development,Food and Non-Food Items Distribution Program,FNFI,,foood packs and others,,,,,,LGUs,LGUs,REGION VII,,,127469677.4,0,0,0,127469677.4,,,2651,DSWD,DSWD,social welfare,social,food packs and others,Food and Other Items,,0,,8/26/20,0,0,LGUs,LGUs,65.71428571,shopping-cart,"This assistance includes family food packs, ready-to-eat food, rice, sardines, coffee, hygiene kits, sleeping kits, family kits, pieces of malong, pieces of flexi mats, laminated sacks, and pieces of pillows."
DSWD Dromic Reports,8/26/20,300,,1,Providing emergency assistance to all affected sectors,Social Amelioration Program,DSWD,Department of Social Welfare and Development,Food and Non-Food Items Distribution Program,FNFI,,foood packs and others,,,,,,LGUs,LGUs,REGION VIII,,,5388283.73,0,0,1922270,7310553.73,,,2652,DSWD,DSWD,social welfare,social,food packs and others,Food and Other Items,,0,,8/26/20,0,0,LGUs,LGUs,65.71428571,shopping-cart,"This assistance includes family food packs, ready-to-eat food, rice, sardines, coffee, hygiene kits, sleeping kits, family kits, pieces of malong, pieces of flexi mats, laminated sacks, and pieces of pillows."
DSWD Dromic Reports,8/26/20,300,,1,Providing emergency assistance to all affected sectors,Social Amelioration Program,DSWD,Department of Social Welfare and Development,Food and Non-Food Items Distribution Program,FNFI,,foood packs and others,,,,,,LGUs,LGUs,REGION IX,,,22624080,0,0,0,22624080,,,2653,DSWD,DSWD,social welfare,social,food packs and others,Food and Other Items,,0,,8/26/20,0,0,LGUs,LGUs,65.71428571,shopping-cart,"This assistance includes family food packs, ready-to-eat food, rice, sardines, coffee, hygiene kits, sleeping kits, family kits, pieces of malong, pieces of flexi mats, laminated sacks, and pieces of pillows."
DSWD Dromic Reports,8/26/20,300,,1,Providing emergency assistance to all affected sectors,Social Amelioration Program,DSWD,Department of Social Welfare and Development,Food and Non-Food Items Distribution Program,FNFI,,foood packs and others,,,,,,LGUs,LGUs,REGION X,,,23094331.95,0,0,0,23094331.95,,,2654,DSWD,DSWD,social welfare,social,food packs and others,Food and Other Items,,0,,8/26/20,0,0,LGUs,LGUs,65.71428571,shopping-cart,"This assistance includes family food packs, ready-to-eat food, rice, sardines, coffee, hygiene kits, sleeping kits, family kits, pieces of malong, pieces of flexi mats, laminated sacks, and pieces of pillows."
DSWD Dromic Reports,8/26/20,300,,1,Providing emergency assistance to all affected sectors,Social Amelioration Program,DSWD,Department of Social Welfare and Development,Food and Non-Food Items Distribution Program,FNFI,,foood packs and others,,,,,,LGUs,LGUs,REGION XI,,,50865459.39,0,0,0,50865459.39,,,2655,DSWD,DSWD,social welfare,social,food packs and others,Food and Other Items,,0,,8/26/20,0,0,LGUs,LGUs,65.71428571,shopping-cart,"This assistance includes family food packs, ready-to-eat food, rice, sardines, coffee, hygiene kits, sleeping kits, family kits, pieces of malong, pieces of flexi mats, laminated sacks, and pieces of pillows."
DSWD Dromic Reports,8/26/20,300,,1,Providing emergency assistance to all affected sectors,Social Amelioration Program,DSWD,Department of Social Welfare and Development,Food and Non-Food Items Distribution Program,FNFI,,foood packs and others,,,,,,LGUs,LGUs,REGION XII,,,36362763,0,0,0,36362763,,,2656,DSWD,DSWD,social welfare,social,food packs and others,Food and Other Items,,0,,8/26/20,0,0,LGUs,LGUs,65.71428571,shopping-cart,"This assistance includes family food packs, ready-to-eat food, rice, sardines, coffee, hygiene kits, sleeping kits, family kits, pieces of malong, pieces of flexi mats, laminated sacks, and pieces of pillows."
DSWD Dromic Reports,8/26/20,300,,1,Providing emergency assistance to all affected sectors,Social Amelioration Program,DSWD,Department of Social Welfare and Development,Food and Non-Food Items Distribution Program,FNFI,,foood packs and others,,,,,,LGUs,LGUs,CARAGA,,,34882458.02,0,2965600,0,37848058.02,,,2657,DSWD,DSWD,social welfare,social,food packs and others,Food and Other Items,,0,,8/26/20,0,0,LGUs,LGUs,65.71428571,shopping-cart,"This assistance includes family food packs, ready-to-eat food, rice, sardines, coffee, hygiene kits, sleeping kits, family kits, pieces of malong, pieces of flexi mats, laminated sacks, and pieces of pillows."
DSWD Dromic Reports,8/26/20,300,,1,Providing emergency assistance to all affected sectors,Social Amelioration Program,DSWD,Department of Social Welfare and Development,Food and Non-Food Items Distribution Program,FNFI,,foood packs and others,,,,,,LGUs,LGUs,CAR,,,68718910.31,0,366417,8989447,78074774.31,,,2658,DSWD,DSWD,social welfare,social,food packs and others,Food and Other Items,,50288.38,,8/26/20,0,0,LGUs,LGUs,65.71428571,shopping-cart,"This assistance includes family food packs, ready-to-eat food, rice, sardines, coffee, hygiene kits, sleeping kits, family kits, pieces of malong, pieces of flexi mats, laminated sacks, and pieces of pillows."
DSWD Dromic Reports,8/26/20,300,,1,Providing emergency assistance to all affected sectors,Social Amelioration Program,DSWD,Department of Social Welfare and Development,Food and Non-Food Items Distribution Program,FNFI,,foood packs and others,,,,,,LGUs,LGUs,BARMM,,,222000,0,0,0,222000,,,2659,DSWD,DSWD,social welfare,social,food packs and others,Food and Other Items,,0,,8/26/20,0,0,LGUs,LGUs,65.71428571,shopping-cart,"This assistance includes family food packs, ready-to-eat food, rice, sardines, coffee, hygiene kits, sleeping kits, family kits, pieces of malong, pieces of flexi mats, laminated sacks, and pieces of pillows."
DSWD Dromic Reports,8/27/20,302,,1,Providing emergency assistance to all affected sectors,Social Amelioration Program,DSWD,Department of Social Welfare and Development,Food and Non-Food Items Distribution Program,FNFI,,foood packs and others,,,,,,LGUs,LGUs,NCR,,,134870547.3,0,365410000,0,500280547.3,,,2660,DSWD,DSWD,social welfare,social,food packs and others,Food and Other Items,,549300,,8/27/20,0,0,LGUs,LGUs,65.71428571,shopping-cart,"This assistance includes family food packs, ready-to-eat food, rice, sardines, coffee, hygiene kits, sleeping kits, family kits, pieces of malong, pieces of flexi mats, laminated sacks, and pieces of pillows."
DSWD Dromic Reports,8/27/20,302,,1,Providing emergency assistance to all affected sectors,Social Amelioration Program,DSWD,Department of Social Welfare and Development,Food and Non-Food Items Distribution Program,FNFI,,foood packs and others,,,,,,LGUs,LGUs,REGION I,,,33984995.75,0,3724418.03,20931692.56,58641106.34,,,2661,DSWD,DSWD,social welfare,social,food packs and others,Food and Other Items,,0,,8/27/20,0,0,LGUs,LGUs,65.71428571,shopping-cart,"This assistance includes family food packs, ready-to-eat food, rice, sardines, coffee, hygiene kits, sleeping kits, family kits, pieces of malong, pieces of flexi mats, laminated sacks, and pieces of pillows."
DSWD Dromic Reports,8/27/20,302,,1,Providing emergency assistance to all affected sectors,Social Amelioration Program,DSWD,Department of Social Welfare and Development,Food and Non-Food Items Distribution Program,FNFI,,foood packs and others,,,,,,LGUs,LGUs,REGION II,,,28704614.23,0,0,0,28704614.23,,,2662,DSWD,DSWD,social welfare,social,food packs and others,Food and Other Items,,231657.46,,8/27/20,0,0,LGUs,LGUs,65.71428571,shopping-cart,"This assistance includes family food packs, ready-to-eat food, rice, sardines, coffee, hygiene kits, sleeping kits, family kits, pieces of malong, pieces of flexi mats, laminated sacks, and pieces of pillows."
DSWD Dromic Reports,8/27/20,302,,1,Providing emergency assistance to all affected sectors,Social Amelioration Program,DSWD,Department of Social Welfare and Development,Food and Non-Food Items Distribution Program,FNFI,,foood packs and others,,,,,,LGUs,LGUs,REGION III,,,31004481.56,0,0,0,31004481.56,,,2663,DSWD,DSWD,social welfare,social,food packs and others,Food and Other Items,,0,,8/27/20,0,0,LGUs,LGUs,65.71428571,shopping-cart,"This assistance includes family food packs, ready-to-eat food, rice, sardines, coffee, hygiene kits, sleeping kits, family kits, pieces of malong, pieces of flexi mats, laminated sacks, and pieces of pillows."
DSWD Dromic Reports,8/27/20,302,,1,Providing emergency assistance to all affected sectors,Social Amelioration Program,DSWD,Department of Social Welfare and Development,Food and Non-Food Items Distribution Program,FNFI,,foood packs and others,,,,,,LGUs,LGUs,CALABARZON,,,96649541.59,0,73558758.56,0,170208300.2,,,2664,DSWD,DSWD,social welfare,social,food packs and others,Food and Other Items,,0,,8/27/20,0,0,LGUs,LGUs,65.71428571,shopping-cart,"This assistance includes family food packs, ready-to-eat food, rice, sardines, coffee, hygiene kits, sleeping kits, family kits, pieces of malong, pieces of flexi mats, laminated sacks, and pieces of pillows."
DSWD Dromic Reports,8/27/20,302,,1,Providing emergency assistance to all affected sectors,Social Amelioration Program,DSWD,Department of Social Welfare and Development,Food and Non-Food Items Distribution Program,FNFI,,foood packs and others,,,,,,LGUs,LGUs,MIMAROPA,,,24886602.5,0,0,0,24886602.5,,,2665,DSWD,DSWD,social welfare,social,food packs and others,Food and Other Items,,58950,,8/27/20,0,0,LGUs,LGUs,65.71428571,shopping-cart,"This assistance includes family food packs, ready-to-eat food, rice, sardines, coffee, hygiene kits, sleeping kits, family kits, pieces of malong, pieces of flexi mats, laminated sacks, and pieces of pillows."
DSWD Dromic Reports,8/27/20,302,,1,Providing emergency assistance to all affected sectors,Social Amelioration Program,DSWD,Department of Social Welfare and Development,Food and Non-Food Items Distribution Program,FNFI,,foood packs and others,,,,,,LGUs,LGUs,REGION V,,,42460431.87,0,3076950,0,45537381.87,,,2666,DSWD,DSWD,social welfare,social,food packs and others,Food and Other Items,,0,,8/27/20,0,0,LGUs,LGUs,65.71428571,shopping-cart,"This assistance includes family food packs, ready-to-eat food, rice, sardines, coffee, hygiene kits, sleeping kits, family kits, pieces of malong, pieces of flexi mats, laminated sacks, and pieces of pillows."
DSWD Dromic Reports,8/27/20,302,,1,Providing emergency assistance to all affected sectors,Social Amelioration Program,DSWD,Department of Social Welfare and Development,Food and Non-Food Items Distribution Program,FNFI,,foood packs and others,,,,,,LGUs,LGUs,REGION VI,,,64474374.03,0,603150,0,65077524.03,,,2667,DSWD,DSWD,social welfare,social,food packs and others,Food and Other Items,,0,,8/27/20,0,0,LGUs,LGUs,65.71428571,shopping-cart,"This assistance includes family food packs, ready-to-eat food, rice, sardines, coffee, hygiene kits, sleeping kits, family kits, pieces of malong, pieces of flexi mats, laminated sacks, and pieces of pillows."
DSWD Dromic Reports,8/27/20,302,,1,Providing emergency assistance to all affected sectors,Social Amelioration Program,DSWD,Department of Social Welfare and Development,Food and Non-Food Items Distribution Program,FNFI,,foood packs and others,,,,,,LGUs,LGUs,REGION VII,,,130159171.3,0,0,0,130159171.3,,,2668,DSWD,DSWD,social welfare,social,food packs and others,Food and Other Items,,2689493.85,,8/27/20,0,0,LGUs,LGUs,65.71428571,shopping-cart,"This assistance includes family food packs, ready-to-eat food, rice, sardines, coffee, hygiene kits, sleeping kits, family kits, pieces of malong, pieces of flexi mats, laminated sacks, and pieces of pillows."
DSWD Dromic Reports,8/27/20,302,,1,Providing emergency assistance to all affected sectors,Social Amelioration Program,DSWD,Department of Social Welfare and Development,Food and Non-Food Items Distribution Program,FNFI,,foood packs and others,,,,,,LGUs,LGUs,REGION VIII,,,5388283.73,0,0,1922270,7310553.73,,,2669,DSWD,DSWD,social welfare,social,food packs and others,Food and Other Items,,0,,8/27/20,0,0,LGUs,LGUs,65.71428571,shopping-cart,"This assistance includes family food packs, ready-to-eat food, rice, sardines, coffee, hygiene kits, sleeping kits, family kits, pieces of malong, pieces of flexi mats, laminated sacks, and pieces of pillows."
DSWD Dromic Reports,8/27/20,302,,1,Providing emergency assistance to all affected sectors,Social Amelioration Program,DSWD,Department of Social Welfare and Development,Food and Non-Food Items Distribution Program,FNFI,,foood packs and others,,,,,,LGUs,LGUs,REGION IX,,,22624080,0,0,0,22624080,,,2670,DSWD,DSWD,social welfare,social,food packs and others,Food and Other Items,,0,,8/27/20,0,0,LGUs,LGUs,65.71428571,shopping-cart,"This assistance includes family food packs, ready-to-eat food, rice, sardines, coffee, hygiene kits, sleeping kits, family kits, pieces of malong, pieces of flexi mats, laminated sacks, and pieces of pillows."
DSWD Dromic Reports,8/27/20,302,,1,Providing emergency assistance to all affected sectors,Social Amelioration Program,DSWD,Department of Social Welfare and Development,Food and Non-Food Items Distribution Program,FNFI,,foood packs and others,,,,,,LGUs,LGUs,REGION X,,,23184652.95,0,0,0,23184652.95,,,2671,DSWD,DSWD,social welfare,social,food packs and others,Food and Other Items,,90321,,8/27/20,0,0,LGUs,LGUs,65.71428571,shopping-cart,"This assistance includes family food packs, ready-to-eat food, rice, sardines, coffee, hygiene kits, sleeping kits, family kits, pieces of malong, pieces of flexi mats, laminated sacks, and pieces of pillows."
DSWD Dromic Reports,8/27/20,302,,1,Providing emergency assistance to all affected sectors,Social Amelioration Program,DSWD,Department of Social Welfare and Development,Food and Non-Food Items Distribution Program,FNFI,,foood packs and others,,,,,,LGUs,LGUs,REGION XI,,,50865459.39,0,0,0,50865459.39,,,2672,DSWD,DSWD,social welfare,social,food packs and others,Food and Other Items,,0,,8/27/20,0,0,LGUs,LGUs,65.71428571,shopping-cart,"This assistance includes family food packs, ready-to-eat food, rice, sardines, coffee, hygiene kits, sleeping kits, family kits, pieces of malong, pieces of flexi mats, laminated sacks, and pieces of pillows."
DSWD Dromic Reports,8/27/20,302,,1,Providing emergency assistance to all affected sectors,Social Amelioration Program,DSWD,Department of Social Welfare and Development,Food and Non-Food Items Distribution Program,FNFI,,foood packs and others,,,,,,LGUs,LGUs,REGION XII,,,36362763,0,0,0,36362763,,,2673,DSWD,DSWD,social welfare,social,food packs and others,Food and Other Items,,0,,8/27/20,0,0,LGUs,LGUs,65.71428571,shopping-cart,"This assistance includes family food packs, ready-to-eat food, rice, sardines, coffee, hygiene kits, sleeping kits, family kits, pieces of malong, pieces of flexi mats, laminated sacks, and pieces of pillows."
DSWD Dromic Reports,8/27/20,302,,1,Providing emergency assistance to all affected sectors,Social Amelioration Program,DSWD,Department of Social Welfare and Development,Food and Non-Food Items Distribution Program,FNFI,,foood packs and others,,,,,,LGUs,LGUs,CARAGA,,,34882458.02,0,2965600,0,37848058.02,,,2674,DSWD,DSWD,social welfare,social,food packs and others,Food and Other Items,,0,,8/27/20,0,0,LGUs,LGUs,65.71428571,shopping-cart,"This assistance includes family food packs, ready-to-eat food, rice, sardines, coffee, hygiene kits, sleeping kits, family kits, pieces of malong, pieces of flexi mats, laminated sacks, and pieces of pillows."
DSWD Dromic Reports,8/27/20,302,,1,Providing emergency assistance to all affected sectors,Social Amelioration Program,DSWD,Department of Social Welfare and Development,Food and Non-Food Items Distribution Program,FNFI,,foood packs and others,,,,,,LGUs,LGUs,CAR,,,68718910.31,0,366417,8989447,78074774.31,,,2675,DSWD,DSWD,social welfare,social,food packs and others,Food and Other Items,,0,,8/27/20,0,0,LGUs,LGUs,65.71428571,shopping-cart,"This assistance includes family food packs, ready-to-eat food, rice, sardines, coffee, hygiene kits, sleeping kits, family kits, pieces of malong, pieces of flexi mats, laminated sacks, and pieces of pillows."
DSWD Dromic Reports,8/27/20,302,,1,Providing emergency assistance to all affected sectors,Social Amelioration Program,DSWD,Department of Social Welfare and Development,Food and Non-Food Items Distribution Program,FNFI,,foood packs and others,,,,,,LGUs,LGUs,BARMM,,,222000,0,0,0,222000,,,2676,DSWD,DSWD,social welfare,social,food packs and others,Food and Other Items,,0,,8/27/20,0,0,LGUs,LGUs,65.71428571,shopping-cart,"This assistance includes family food packs, ready-to-eat food, rice, sardines, coffee, hygiene kits, sleeping kits, family kits, pieces of malong, pieces of flexi mats, laminated sacks, and pieces of pillows."
DSWD Dromic Reports,8/28/20,304,,1,Providing emergency assistance to all affected sectors,Social Amelioration Program,DSWD,Department of Social Welfare and Development,Food and Non-Food Items Distribution Program,FNFI,,foood packs and others,,,,,,LGUs,LGUs,NCR,,,134870547.3,0,365410000,0,500280547.3,,,2677,DSWD,DSWD,social welfare,social,food packs and others,Food and Other Items,,0,,8/28/20,0,0,LGUs,LGUs,65.71428571,shopping-cart,"This assistance includes family food packs, ready-to-eat food, rice, sardines, coffee, hygiene kits, sleeping kits, family kits, pieces of malong, pieces of flexi mats, laminated sacks, and pieces of pillows."
DSWD Dromic Reports,8/28/20,304,,1,Providing emergency assistance to all affected sectors,Social Amelioration Program,DSWD,Department of Social Welfare and Development,Food and Non-Food Items Distribution Program,FNFI,,foood packs and others,,,,,,LGUs,LGUs,REGION I,,,33984995.75,0,3724418.03,20931692.56,58641106.34,,,2678,DSWD,DSWD,social welfare,social,food packs and others,Food and Other Items,,0,,8/28/20,0,0,LGUs,LGUs,65.71428571,shopping-cart,"This assistance includes family food packs, ready-to-eat food, rice, sardines, coffee, hygiene kits, sleeping kits, family kits, pieces of malong, pieces of flexi mats, laminated sacks, and pieces of pillows."
DSWD Dromic Reports,8/28/20,304,,1,Providing emergency assistance to all affected sectors,Social Amelioration Program,DSWD,Department of Social Welfare and Development,Food and Non-Food Items Distribution Program,FNFI,,foood packs and others,,,,,,LGUs,LGUs,REGION II,,,28704614.23,0,0,0,28704614.23,,,2679,DSWD,DSWD,social welfare,social,food packs and others,Food and Other Items,,0,,8/28/20,0,0,LGUs,LGUs,65.71428571,shopping-cart,"This assistance includes family food packs, ready-to-eat food, rice, sardines, coffee, hygiene kits, sleeping kits, family kits, pieces of malong, pieces of flexi mats, laminated sacks, and pieces of pillows."
DSWD Dromic Reports,8/28/20,304,,1,Providing emergency assistance to all affected sectors,Social Amelioration Program,DSWD,Department of Social Welfare and Development,Food and Non-Food Items Distribution Program,FNFI,,foood packs and others,,,,,,LGUs,LGUs,REGION III,,,31004481.56,0,0,0,31004481.56,,,2680,DSWD,DSWD,social welfare,social,food packs and others,Food and Other Items,,0,,8/28/20,0,0,LGUs,LGUs,65.71428571,shopping-cart,"This assistance includes family food packs, ready-to-eat food, rice, sardines, coffee, hygiene kits, sleeping kits, family kits, pieces of malong, pieces of flexi mats, laminated sacks, and pieces of pillows."
DSWD Dromic Reports,8/28/20,304,,1,Providing emergency assistance to all affected sectors,Social Amelioration Program,DSWD,Department of Social Welfare and Development,Food and Non-Food Items Distribution Program,FNFI,,foood packs and others,,,,,,LGUs,LGUs,CALABARZON,,,96649541.59,0,73558758.56,0,170208300.2,,,2681,DSWD,DSWD,social welfare,social,food packs and others,Food and Other Items,,0,,8/28/20,0,0,LGUs,LGUs,65.71428571,shopping-cart,"This assistance includes family food packs, ready-to-eat food, rice, sardines, coffee, hygiene kits, sleeping kits, family kits, pieces of malong, pieces of flexi mats, laminated sacks, and pieces of pillows."
DSWD Dromic Reports,8/28/20,304,,1,Providing emergency assistance to all affected sectors,Social Amelioration Program,DSWD,Department of Social Welfare and Development,Food and Non-Food Items Distribution Program,FNFI,,foood packs and others,,,,,,LGUs,LGUs,MIMAROPA,,,24886602.5,0,0,0,24886602.5,,,2682,DSWD,DSWD,social welfare,social,food packs and others,Food and Other Items,,0,,8/28/20,0,0,LGUs,LGUs,65.71428571,shopping-cart,"This assistance includes family food packs, ready-to-eat food, rice, sardines, coffee, hygiene kits, sleeping kits, family kits, pieces of malong, pieces of flexi mats, laminated sacks, and pieces of pillows."
DSWD Dromic Reports,8/28/20,304,,1,Providing emergency assistance to all affected sectors,Social Amelioration Program,DSWD,Department of Social Welfare and Development,Food and Non-Food Items Distribution Program,FNFI,,foood packs and others,,,,,,LGUs,LGUs,REGION V,,,42469104.45,0,3076950,0,45546054.45,,,2683,DSWD,DSWD,social welfare,social,food packs and others,Food and Other Items,,8672.58,,8/28/20,0,0,LGUs,LGUs,65.71428571,shopping-cart,"This assistance includes family food packs, ready-to-eat food, rice, sardines, coffee, hygiene kits, sleeping kits, family kits, pieces of malong, pieces of flexi mats, laminated sacks, and pieces of pillows."
DSWD Dromic Reports,8/28/20,304,,1,Providing emergency assistance to all affected sectors,Social Amelioration Program,DSWD,Department of Social Welfare and Development,Food and Non-Food Items Distribution Program,FNFI,,foood packs and others,,,,,,LGUs,LGUs,REGION VI,,,64474374.03,0,603150,0,65077524.03,,,2684,DSWD,DSWD,social welfare,social,food packs and others,Food and Other Items,,0,,8/28/20,0,0,LGUs,LGUs,65.71428571,shopping-cart,"This assistance includes family food packs, ready-to-eat food, rice, sardines, coffee, hygiene kits, sleeping kits, family kits, pieces of malong, pieces of flexi mats, laminated sacks, and pieces of pillows."
DSWD Dromic Reports,8/28/20,304,,1,Providing emergency assistance to all affected sectors,Social Amelioration Program,DSWD,Department of Social Welfare and Development,Food and Non-Food Items Distribution Program,FNFI,,foood packs and others,,,,,,LGUs,LGUs,REGION VII,,,132408908.7,0,0,0,132408908.7,,,2685,DSWD,DSWD,social welfare,social,food packs and others,Food and Other Items,,2249737.45,,8/28/20,0,0,LGUs,LGUs,65.71428571,shopping-cart,"This assistance includes family food packs, ready-to-eat food, rice, sardines, coffee, hygiene kits, sleeping kits, family kits, pieces of malong, pieces of flexi mats, laminated sacks, and pieces of pillows."
,8/28/20,304,,,Providing emergency assistance to all affected sectors,Social Amelioration Program,DSWD,Department of Social Welfare and Development,Food and Non-Food Items Distribution Program,FNFI,,foood packs and others,,,,,,LGUs,LGUs,REGION VIII,,,5388283.73,0,0,1922270,7310553.73,,,2686,DSWD,DSWD,social welfare,social,food packs and others,Food and Other Items,,0,,8/28/20,0,0,LGUs,LGUs,65.71428571,shopping-cart,"This assistance includes family food packs, ready-to-eat food, rice, sardines, coffee, hygiene kits, sleeping kits, family kits, pieces of malong, pieces of flexi mats, laminated sacks, and pieces of pillows."
,8/28/20,304,,,Providing emergency assistance to all affected sectors,Social Amelioration Program,DSWD,Department of Social Welfare and Development,Food and Non-Food Items Distribution Program,FNFI,,foood packs and others,,,,,,LGUs,LGUs,REGION IX,,,32306640,0,0,0,32306640,,,2687,DSWD,DSWD,social welfare,social,food packs and others,Food and Other Items,,9682560,,8/28/20,0,0,LGUs,LGUs,65.71428571,shopping-cart,"This assistance includes family food packs, ready-to-eat food, rice, sardines, coffee, hygiene kits, sleeping kits, family kits, pieces of malong, pieces of flexi mats, laminated sacks, and pieces of pillows."
,8/28/20,304,,,Providing emergency assistance to all affected sectors,Social Amelioration Program,DSWD,Department of Social Welfare and Development,Food and Non-Food Items Distribution Program,FNFI,,foood packs and others,,,,,,LGUs,LGUs,REGION X,,,23184652.95,0,0,0,23184652.95,,,2688,DSWD,DSWD,social welfare,social,food packs and others,Food and Other Items,,0,,8/28/20,0,0,LGUs,LGUs,65.71428571,shopping-cart,"This assistance includes family food packs, ready-to-eat food, rice, sardines, coffee, hygiene kits, sleeping kits, family kits, pieces of malong, pieces of flexi mats, laminated sacks, and pieces of pillows."
,8/28/20,304,,,Providing emergency assistance to all affected sectors,Social Amelioration Program,DSWD,Department of Social Welfare and Development,Food and Non-Food Items Distribution Program,FNFI,,foood packs and others,,,,,,LGUs,LGUs,REGION XI,,,50865459.39,0,0,0,50865459.39,,,2689,DSWD,DSWD,social welfare,social,food packs and others,Food and Other Items,,0,,8/28/20,0,0,LGUs,LGUs,65.71428571,shopping-cart,"This assistance includes family food packs, ready-to-eat food, rice, sardines, coffee, hygiene kits, sleeping kits, family kits, pieces of malong, pieces of flexi mats, laminated sacks, and pieces of pillows."
